"","fall_type","name","stream_name","verifiedx","verifiedy","tallest_drop_feet","number_of_drops","source_dataset","source_date","total_height_feet","source_url"
"5021","horsetail","Bridal Veil Falls","Unnamed",-114.3964225,42.5941060220001,NA,1,"World Waterfall Database",2017-02-17,25,NA
"5022",NA,"Bristol Falls","Portneuf River",-111.999402027,42.620406229,NA,NA,"World Waterfall Database",2017-02-17,20,NA
"5023",NA,"Bull Run Creek Falls","Bull Run Creek",-116.196673615,46.737606209,NA,NA,"World Waterfall Database",2017-02-17,60,NA
"5024",NA,"Camel Falls",NA,-116.622952911,42.5449058240001,NA,NA,NA,NA,NA,NA
"5025",NA,"Canyon Lake Falls",NA,-114.420063088,45.8659063160001,NA,NA,NA,NA,NA,NA
"5026",NA,"Carey Falls","Snake River",-115.937582605,45.4577812740001,NA,NA,NA,NA,NA,NA
"5027",NA,"Caribou Falls","Caribou Creek",-116.77923421,48.820606297,NA,NA,NA,NA,NA,NA
"5028",NA,"Cascade Falls","Cascade Creek",-115.136693273,46.084706264,NA,NA,NA,NA,NA,NA
"5029",NA,"Cauldron Linn","Snake River",-114.131780387,42.4956478220001,NA,NA,"World Waterfall Database",2017-02-17,25,NA
"5030",NA,"Cave Creek Falls","Cave Creek",-115.538673479,46.6958062730001,NA,NA,NA,NA,NA,NA
"5031",NA,"Centennial Falls",NA,-116.125543835,47.7851062940001,NA,NA,NA,NA,NA,NA
"5032",NA,"Char Falls","Lightning Creek",-116.170723981,48.3664063310001,NA,NA,"World Waterfall Database",2017-02-17,50,NA
"5033",NA,"Chateau Creek Falls","Chateau Creek",-115.537443478,46.692306273,NA,NA,NA,NA,NA,NA
"5034",NA,"Clift Creek Falls","Clift Creek",-114.526133129,45.9638063140001,NA,NA,NA,NA,NA,NA
"5035",NA,"Clover Creek Falls","Clover Creek",-115.136835565,43.00690021,NA,NA,NA,NA,NA,NA
"5036",NA,"Copper Falls","Cooper Creek",-116.142324124,48.971306376,NA,NA,"World Waterfall Database",2017-02-17,160,NA
"5037",NA,"Cramer Lake Falls",NA,-114.990802856,44.0296061020001,NA,NA,NA,NA,NA,NA
"5038",NA,"Crane Falls","Snake River",-115.831232835,42.973405932,NA,NA,NA,NA,NA,NA
"5039",NA,"Crystal Springs Falls",NA,-114.645498508,42.6612164630001,NA,NA,NA,NA,NA,NA
"5040",NA,"Dagger Falls","Middle Fork Salmon River",-115.285643762,44.5294531490001,NA,NA,"World Waterfall Database",2017-02-17,15,NA
"5041",NA,"Dead Elk Creek Falls","Dead Elk Creek",-114.564182411,46.2708732030001,NA,NA,NA,NA,NA,NA
"5042",NA,"Deadman Falls","Deadman Creek",-115.352008358,42.8890059670001,NA,NA,NA,NA,NA,NA
"5043",NA,"Devils Slide Falls","Kent Creek",-116.70224418,48.759806301,NA,NA,NA,NA,NA,NA
"5044",NA,"Devils Washboard Falls",NA,-114.779622586,42.6677059960001,NA,NA,NA,NA,NA,NA
"5045",NA,"Devlin Falls","Napais Creek",-114.0968529,45.2276062920001,NA,NA,NA,NA,NA,NA
"5046",NA,"Diablo Falls","Unnamed",-114.647253218,46.2868063290001,NA,NA,NA,NA,NA,NA
"5047",NA,"Diamond Lake Falls",NA,-114.537663158,46.096906324,NA,NA,NA,NA,NA,NA
"5048",NA,"Dishpan Falls",NA,-115.219453314,46.2032062660001,NA,NA,NA,NA,NA,NA
"5049",NA,"Dolph Creek Falls","Dolph Creek",-114.667893223,46.291506327,NA,NA,NA,NA,NA,NA
"5050",NA,"East Cedar Draw Falls",NA,-114.6615879,42.6290033809401,NA,NA,NA,NA,NA,NA
"5051",NA,"East Pass Creek Falls","East Pass Creek",-114.369995237,43.994614552,NA,NA,"World Waterfall Database",2017-02-17,50,NA
"5052",NA,"East Peak Falls",NA,-115.161413301,46.1979062710001,NA,NA,NA,NA,NA,NA
"5053",NA,"Elk Creek Falls","Elk Creek",-116.17443361,46.7362062120001,NA,NA,NA,NA,NA,NA
"5054",NA,"Fall Creek Falls","Fall Creek",-111.377272029,43.441006368,NA,NA,NA,NA,NA,NA
"5055",NA,"Fall Creek Falls","Fall Creek",-114.062602643,43.8508061700001,NA,NA,NA,NA,NA,NA
"5056",NA,"Fall Creek Falls","Fall Creek",-115.38383283,43.448006015,NA,NA,NA,NA,NA,NA
"5057",NA,"Fall Creek Falls","Fall Creek",-116.322590704,45.225572566,NA,NA,NA,NA,NA,NA
"5058",NA,"Falls Creek Falls","Falls Creek",-116.298043763,47.3209062430001,NA,NA,NA,NA,NA,NA
"5059",NA,"Falls Creek Falls","Falls Creek",-116.123283561,46.5469062020001,NA,NA,NA,NA,NA,NA
"5060",NA,"Feist Creek Falls","Feist Creek",-116.171364115,48.9112063690001,NA,NA,NA,NA,NA,NA
"5061",NA,"Fern Falls","Unnamed",-116.107133825,47.7601062940001,NA,NA,NA,NA,NA,NA
"5062",NA,"Fern Falls","South Fork Payette River",-115.086232874,44.0319060940001,NA,NA,NA,NA,NA,NA
"5063",NA,"Forge Creek Falls","Forge Creek",-114.568172929,44.8924062180001,NA,NA,NA,NA,NA,NA
"5064",NA,"Fountain Creek Falls","Fountain Creek",-114.647563027,45.327006248,NA,NA,NA,NA,NA,NA
"5065",NA,"Goat Creek Falls","Goat Creek",-115.139142898,44.1134060970001,NA,NA,NA,NA,NA,NA
"5066",NA,"Goat Falls","Goat Creek",-115.0170429,44.1766061109429,NA,NA,"World Waterfall Database",2017-02-17,650,NA
"5067",NA,"Goat Heaven Falls",NA,-114.604773205,46.2681063320001,NA,NA,NA,NA,NA,NA
"5068",NA,"Goat Lakes Falls",NA,-114.627593212,46.27690633,NA,NA,NA,NA,NA,NA
"5069",NA,"Gold Fork Falls",NA,-115.9926432,44.6806060709432,NA,NA,NA,NA,NA,NA
"5070",NA,"Goose Creek Falls","Goose Creek",-116.162389556,45.011732624,NA,NA,NA,NA,NA,NA
"5071",NA,"Grandjean Creek Falls","Grandjean Creek",-115.167762913,44.1638060980001,NA,NA,NA,NA,NA,NA
"5072",NA,"Grave Peak Falls",NA,-114.709203252,46.392506332,NA,NA,NA,NA,NA,NA
"5073",NA,"Grouse Creek Falls","Grouse Creek",-116.338244035,48.4584063200001,NA,NA,NA,NA,NA,NA
"5074",NA,"Hazard Creek Falls","Hazard Creek",-116.266233314,45.1991060820001,NA,NA,NA,NA,NA,NA
"5075",NA,"Hazard Falls","Hyatt Creek",-116.255033313,45.2032060830001,NA,NA,NA,NA,NA,NA
"5076",NA,"Unnamed Waterfall","Portneuf River",-112.003265359,42.6446309880001,NA,NA,NA,NA,NA,NA
"5077",NA,"Unnamed Waterfall",NA,-114.581867937,42.6366152420001,NA,NA,NA,NA,NA,NA
"5078",NA,"Unnamed Waterfall",NA,-114.347182491,42.5917060260001,NA,NA,NA,NA,NA,NA
"5079",NA,"Unnamed Waterfall",NA,-114.963772846,44.0062061030001,NA,NA,NA,NA,NA,NA
"5080",NA,"Unnamed Waterfall",NA,-114.963702846,44.005406103,NA,NA,NA,NA,NA,NA
"5081",NA,"Unnamed Waterfall",NA,-114.557392539,42.6380060120001,NA,NA,NA,NA,NA,NA
"5082",NA,"Unnamed Waterfall",NA,-114.559182539,42.6332060120001,NA,NA,NA,NA,NA,NA
"5083",NA,"Unnamed Waterfall",NA,-114.578102543,42.640906011,NA,NA,NA,NA,NA,NA
"5084",NA,"Unnamed Waterfall",NA,-114.60787255,42.6483060080001,NA,NA,NA,NA,NA,NA
"5085",NA,"Unnamed Waterfall",NA,-114.6276526,42.6558060109402,NA,NA,NA,NA,NA,NA
"5086",NA,"Unnamed Waterfall",NA,-114.74013258,42.6761060000001,NA,NA,NA,NA,NA,NA
"5087",NA,"Unnamed Waterfall",NA,-114.839502607,42.726005996,NA,NA,NA,NA,NA,NA
"5088",NA,"Upper Clift Creek Falls","Clift Creek",-114.562143135,45.96340631,NA,NA,NA,NA,NA,NA
"5089",NA,"Upper Elk Creek Falls","Elk Creek",-116.174034222,46.7391062300001,NA,NA,NA,NA,NA,NA
"5090",NA,"Upper Fall Creek Falls","Fall Creek",-114.522893118,45.917806311,NA,NA,NA,NA,NA,NA
"5091",NA,"Upper Highland Creek Falls","Highland Creek",-116.4919241,48.6053063109356,NA,NA,NA,NA,NA,NA
"5092",NA,"Upper Jerome Falls",NA,-114.5179152,42.6337034009401,NA,NA,NA,NA,NA,NA
"5093",NA,"Upper Mesa Falls","Henrys Fork Snake River",-111.330042144,44.1878064480001,NA,NA,"World Waterfall Database",2017-02-17,114,NA
"5094",NA,"Upper Priest Falls","Upper Priest River",-116.940844285,48.99320629,NA,NA,NA,NA,NA,NA
"5095",NA,"Upper Salmon Falls","Snake River",-114.89921307137,42.766961155537,NA,NA,NA,NA,NA,NA
"5096",NA,"Upper Sixmile Creek Falls","Sixmile Creek",-115.87673307,44.284006042,NA,NA,NA,NA,NA,NA
"5097",NA,"Upper Stevens Lakes Falls","Willow Creek",-115.7596137,47.4364063109397,NA,NA,NA,NA,NA,NA
"5098",NA,"Upper Trail Creek Falls","Trail Creek",-114.274135976,43.8237287430001,NA,NA,NA,NA,NA,NA
"5099",NA,"Upper Twin Creek Falls","Twin Creek",-115.530773507,46.8368062850001,NA,NA,NA,NA,NA,NA
"5100",NA,"Upper White Cap Falls",NA,-114.448483102,45.912106318,NA,NA,NA,NA,NA,NA
"5101",NA,"Velvet Falls","Middle Fork Salmon River",-115.2911426,44.5952620609432,NA,NA,NA,NA,NA,NA
"5102",NA,"Vineyard Lake Falls",NA,-114.346252491,42.5908060260001,NA,NA,NA,NA,NA,NA
"5103",NA,"Warbonnet Falls","Unnamed",-115.044522878,44.0995061040001,NA,NA,NA,NA,NA,NA
"5104",NA,"Waterfall Canyon Falls",NA,-111.105051964,43.390206386,NA,NA,NA,NA,NA,NA
"5105",NA,"Waterfall Creek Falls","Waterfall Creek",-114.729292999,45.09270622,NA,NA,NA,NA,NA,NA
"5106",NA,"Wellington Creek Falls","Wellington Creek",-116.171533964,48.2944063260001,NA,NA,NA,NA,NA,NA
"5107",NA,"West Canal Falls",NA,-114.865937328,42.864313871,NA,NA,NA,NA,NA,NA
"5108",NA,"West Cedar Draw Falls",NA,-114.662382558,42.629906002,NA,NA,NA,NA,NA,NA
"5109",NA,"West Rainbow Falls",NA,-111.110691967,43.399306386,NA,NA,NA,NA,NA,NA
"5110",NA,"Wild Horse Creek Falls","Wild Horse Creek",-115.391373363,46.280906255,NA,NA,NA,NA,NA,NA
"5111",NA,"Wildhorse Falls","No Business Creek",-116.81650335,44.8491060000001,NA,NA,NA,NA,NA,NA
"5112",NA,"Willow Creek Falls","Willow Creek",-115.7655237,47.4494063109397,NA,NA,NA,NA,NA,NA
"5113",NA,"Wing Spring Falls",NA,-114.851282614,42.7538059980001,NA,NA,NA,NA,NA,NA
"5114",NA,"Zeno Falls",NA,-116.061932804,42.51460587,NA,NA,NA,NA,NA,NA
"5115",NA,"Beulah Falls",NA,-91.309206945,43.033607827,10,1,"World Waterfall Database",2017-02-17,10,NA
"5116",NA,"Black Falls","Silver Creek",-92.0131071919999,43.417707842,NA,NA,NA,NA,NA,NA
"5117",NA,"Bridal Veil Falls",NA,-91.165306899,43.001007831,20,1,"World Waterfall Database",2017-02-17,20,NA
"5118",NA,"Cou Falls","Swisher Creek",-91.686006915,41.825607609,NA,NA,NA,NA,NA,NA
"5119",NA,"Horseshoe Falls",NA,-91.540906917,42.20870768,NA,NA,NA,NA,NA,NA
"5120",NA,"Madison Falls",NA,-91.825207125,43.306207837,NA,2,"World Waterfall Database",2017-02-17,NA,NA
"5121",NA,"Malanaphy Spring Falls",NA,-91.835007133,43.3554078440001,NA,2,"World Waterfall Database",2017-02-17,30,NA
"5122",NA,"Woodman Hollow Falls",NA,-94.105607659,42.420207551,12,NA,"World Waterfall Database",2017-02-17,NA,NA
"5123",NA,"Alcove Spring Falls","Elk Creek",-96.676808055,39.7489069650001,NA,1,"World Waterfall Database",2017-02-17,NA,NA
"5124",NA,"Bird Creek Falls","Bird Creek",-96.81710791,37.8284066409142,NA,2,"World Waterfall Database",2017-02-17,NA,NA
"5125","dam","Bourbon Lake Falls","Wolfpen Creek",-95.063307445,37.798206733,30,1,"World Waterfall Database",2017-02-17,30,NA
"5126",NA,"Butcher Falls","Rock Creek",-96.2682077,37.1473065509084,15,1,"World Waterfall Database",2017-02-17,15,NA
"5127","dam","Cedar Lake Falls",NA,-94.8489074829999,38.8475069250001,NA,1,"World Waterfall Database",2017-02-17,NA,NA
"5128",NA,"Chase Falls","Prather Creek",-96.579707895,38.3702067450001,NA,3,"World Waterfall Database",2017-02-17,40,NA
"5129","dam","Chautauqua Falls","Deer Creek",-96.217007693,37.1685065610001,15,1,"World Waterfall Database",2017-02-17,15,NA
"5130",NA,"Cherry Creek Falls","Cherry Creek",-95.025507378,37.1353066190001,3,1,"World Waterfall Database",2017-02-17,3,NA
"5131","dam","Cowley Lake Falls",NA,-96.80630784,37.099206517,20,1,"World Waterfall Database",2017-02-17,20,NA
"5132",NA,"Elk Falls","Elk River",-96.184707702,37.3743065990001,10,1,"World Waterfall Database",2017-02-17,10,NA
"5133","dam","Eureka Lake Falls",NA,-96.289007775,37.893706681,NA,2,"World Waterfall Database",2017-02-17,30,NA
"5134","dam","Geary Lake Falls",NA,-96.86720802,38.9048068170001,NA,1,"World Waterfall Database",2017-02-17,NA,NA
"5135",NA,"Hitchen Creek Falls","Hitchen Creek",-96.118145237,37.3933492250001,3,1,"World Waterfall Database",2017-02-17,3,NA
"5136",NA,"Hollow Falls",NA,-96.1839076799999,37.128106556,NA,2,"World Waterfall Database",2017-02-17,12,NA
"5137","dam","Idlewild Falls",NA,-96.74580807,39.7084069540001,12,2,"World Waterfall Database",2017-02-17,22,NA
"5138","dam","Lake Kahola Falls","Kahola Falls",-96.414007866,38.5293452660001,NA,2,"World Waterfall Database",2017-02-17,NA,NA
"5139",NA,"Little Biddle Falls","Wildcat Creek",-96.304607732,37.3657065900001,2,2,"World Waterfall Database",2017-02-17,4,NA
"5140",NA,"Osro Falls","Caney River",-96.443707742,37.0560065290001,3,1,"World Waterfall Database",2017-02-17,3,NA
"5141",NA,"Pillsbury Crossing Falls","Deep Creek",-96.440707931,39.1300068790001,5,1,"World Waterfall Database",2017-02-17,5,NA
"5142",NA,"Rock Creek Lake Falls","Rock Creek",-94.757107365,37.815706753,5,2,"World Waterfall Database",2017-02-17,10,NA
"5143",NA,"Romick Falls","Mill Creek",-96.037707819,39.066806892,NA,NA,NA,NA,NA,NA
"5144",NA,"Turkey Creek Falls","Turkey Creek",-94.68860746,39.0337069709232,NA,1,"World Waterfall Database",2017-02-17,NA,NA
"5145",NA,"Valley Falls","Deleware River",-95.453507692,39.350706974,NA,1,"World Waterfall Database",2017-02-17,NA,NA
"5146",NA,"Wolf River Falls","Wolf River",-95.2610076829999,39.771907056,NA,1,"World Waterfall Database",2017-02-17,NA,NA
"5147","plunge","Amos Falls","Amos Falls Branch",-84.25900435,36.8238070809055,NA,NA,NA,NA,NA,NA
"5148","plunge","Anglin Falls",NA,-84.216204381,37.498207214,75,NA,"World Waterfall Database",2017-02-17,75,NA
"5149","plunge","Bad Branch Falls","Bad Branch",-82.770303925,37.0790071910001,60,NA,"World Waterfall Database",2017-02-17,60,NA
"5150",NA,"Bark Camp Creek Falls","Bark Camp Creek",-84.3047043669999,36.9072070920001,NA,NA,NA,NA,NA,NA
"5151","plunge","Bell Falls","Bell Branch",-83.602104222,37.8307073060001,NA,NA,NA,NA,NA,NA
"5152",NA,"Big Gimlet Falls",NA,-83.123704107,38.2162074030001,NA,NA,NA,NA,NA,NA
"5153","horsetail","Big Springs Falls",NA,-84.547104421,36.655607031,NA,NA,NA,NA,NA,NA
"5154","plunge","Blaze Falls",NA,-83.3373041569999,38.019507355,NA,NA,NA,NA,NA,NA
"5155",NA,"Boone Cave Falls",NA,-84.601704513,37.772007251,NA,NA,NA,NA,NA,NA
"5156","plunge","Broke Leg Falls","Broke Leg Creek",-83.489604194,37.9067073260001,60,NA,"World Waterfall Database",2017-02-17,60,NA
"5157",NA,"Buttermilk Falls",NA,-86.1504049819999,38.0011072240001,NA,NA,NA,NA,NA,NA
"5158",NA,"Caney Falls","Caney Fork",-82.84370402,38.1625074040001,NA,NA,"World Waterfall Database",2017-02-17,15,NA
"5159","plunge","Coon Creek Falls","Coon Creek",-83.457804185,37.9212073300001,NA,NA,NA,NA,NA,NA
"5160","plunge","Coon Creek Road Falls",NA,-83.450404183,37.920607331,NA,NA,NA,NA,NA,NA
"5161","plunge","Copperas Falls","Copperas Creek",-83.576204214,37.826507307,40,NA,"World Waterfall Database",2017-02-17,40,NA
"5162",NA,"Cove Spring Falls",NA,-84.847904618,38.219207327,NA,NA,NA,NA,NA,NA
"5163",NA,"Craig Creek Falls","Craig Creek",-84.1915043399999,37.013407118,NA,NA,NA,NA,NA,NA
"5164",NA,"Creation Falls","Rockbridge Fork",-83.56130421,37.7695073009137,12,NA,"World Waterfall Database",2017-02-17,12,NA
"5165",NA,"Cumberland Falls","Cumberland River",-84.344904374,36.8388070770001,68,1,"World Waterfall Database",2017-02-17,68,NA
"5166",NA,"Cummins Falls",NA,-84.7714045709999,37.891907266,NA,NA,NA,NA,NA,NA
"5167",NA,"Dick Gap Falls",NA,-84.5365044179999,36.663007033,NA,NA,NA,NA,NA,NA
"5168","plunge","Dog Falls",NA,-83.119504099,38.130307386,70,NA,"World Waterfall Database",2017-02-17,70,NA
"5169","plunge","Dog Slaughter Falls","Dog Slaughter Creek",-84.312404365,36.8597070820001,15,NA,"World Waterfall Database",2017-02-17,15,NA
"5170","plunge","Dutch Branch Falls","Dutcha Branch",-84.344904382,36.959307101,NA,NA,NA,NA,NA,NA
"5171","plunge","Eagle Falls","Eagle Creek",-84.343904374,36.843707077,44,NA,"World Waterfall Database",2017-02-17,44,NA
"5172","plunge","Fairmount Falls",NA,-85.577904823,38.0930072690001,40,NA,"World Waterfall Database",2017-02-17,40,NA
"5173",NA,"Far Clifty Creek Falls","Far Clifty Creek",-83.042504083,38.228707409,NA,NA,NA,NA,NA,NA
"5174",NA,"First Creek Falls","First Creek",-86.19400494,37.2393070750001,NA,NA,NA,NA,NA,NA
"5175","plunge","Flat Lick Falls","Flat Lick Creek",-83.9404042909999,37.3708072000001,40,NA,"World Waterfall Database",2017-02-17,40,NA
"5176","plunge","Honeymoon Falls",NA,-83.74230419,36.7414070830001,25,NA,"World Waterfall Database",2017-02-17,25,NA
"5177",NA,"Hurst Falls",NA,-84.847504617,38.218807326,NA,NA,NA,NA,NA,NA
"5178",NA,"Indian Falls",NA,-84.573904507,37.804607258,NA,NA,NA,NA,NA,NA
"5179",NA,"Jock Falls","Beaver Creek",-84.88470453,36.813407048,NA,NA,NA,NA,NA,NA
"5180","plunge","Kellacey Falls","Tarkiln Branch",-83.390604169,37.966607342,NA,NA,NA,NA,NA,NA
"5181",NA,"Laurel Falls",NA,-83.131604102,38.124907385,NA,NA,NA,NA,NA,NA
"5182","plunge","Lick Creek Falls",NA,-84.511104415,36.7190070460001,NA,NA,NA,NA,NA,NA
"5183","plunge","Lick Falls","Lick Branch",-83.046404082,38.197707403,26,NA,"World Waterfall Database",2017-02-17,26,NA
"5184",NA,"Little Broke Leg Falls",NA,-83.486704193,37.905907326,NA,NA,NA,NA,NA,NA
"5185",NA,"Mill Springs Falls",NA,-84.778504507,36.934307077,NA,NA,NA,NA,NA,NA
"5186",NA,"Pig Hollow Falls",NA,-84.219104382,37.506807215,NA,NA,NA,NA,NA,NA
"5187","plunge","Poochs Turtle Falls","Rose Drake Branch",-83.5626042059999,37.7788072970001,NA,NA,NA,NA,NA,NA
"5188","plunge","Pounder Falls","Pounder Branch",-84.2829043679999,37.0229071160001,70,NA,"World Waterfall Database",2017-02-17,70,NA
"5189",NA,"Princess Falls","Lick Creek",-84.5235044189999,36.727607047,17,NA,"World Waterfall Database",2017-02-17,17,NA
"5190",NA,"Quadrule Falls","Martins Fork",-83.425191441,36.688082335,NA,NA,NA,NA,NA,NA
"5191",NA,"Raven Run Falls","Raven Run",-84.3952044609999,37.8984072850001,NA,NA,"World Waterfall Database",2017-02-17,20,NA
"5192","plunge","Robbins Branch Falls","Robbins Branch",-86.240704955,37.266607078,75,NA,"World Waterfall Database",2017-02-17,75,NA
"5193",NA,"Sal Hollow Falls",NA,-86.17190493,37.198707068,NA,NA,NA,NA,NA,NA
"5194","plunge","Sam Carroll Falls","Sam Carroll Branch",-83.042604083,38.23300741,75,NA,"World Waterfall Database",2017-02-17,75,NA
"5195","horsetail","Sand Cave Falls","Sand Cave Branch",-83.457904102,36.66940708,NA,NA,NA,NA,NA,NA
"5196","dam","Seventy Six Falls","Indian Creek",-85.1258295,36.7793531209051,40,NA,"World Waterfall Database",2017-02-17,40,NA
"5197",NA,"Shaker Landing Falls",NA,-84.725604553,37.822107255,NA,NA,NA,NA,NA,NA
"5198",NA,"Shawnee Run Falls","Shawnee Run",-84.753604562,37.829607255,NA,NA,NA,NA,NA,NA
"5199",NA,"Stacy Falls",NA,-85.034904615,37.413707161,NA,NA,NA,NA,NA,NA
"5200",NA,"Tioga Falls","Tioga Creek",-85.975404929,37.9606072240001,NA,NA,"World Waterfall Database",2017-02-17,130,NA
"5201","plunge","Torrent Falls",NA,-83.663904233,37.7204072820001,165,NA,"World Waterfall Database",2017-02-17,165,NA
"5202","plunge","Upper Bell Falls","Bell Branch",-83.602204222,37.8312073060001,NA,NA,NA,NA,NA,NA
"5203","gradual sliding cascade","Upper Seventy Six Falls","Indian Creek",-85.1272045979999,36.7783070310001,NA,NA,NA,NA,NA,NA
"5204","plunge","Vanhook Falls","Vanhook Branch",-84.280804367,37.024507117,40,NA,"World Waterfall Database",2017-02-17,40,NA
"5205","plunge","Whittleton Branch Falls","Whittleton Branch",-83.65740424,37.7891073009139,10,NA,"World Waterfall Database",2017-02-17,10,NA
"5206",NA,"Wrigley Falls","North Fork Licking River",-83.3029041469999,38.0380073600001,NA,NA,NA,NA,NA,NA
"5207","plunge","Yahoo Falls","Yahoo Creek",-84.5189044209999,36.773207056,113,NA,"World Waterfall Database",2017-02-17,113,NA
"5208","plunge","Big Falls",NA,-115.67894094,36.2691052600001,NA,NA,NA,NA,NA,NA
"5209",NA,"Charlston Peak Falls",NA,-115.713679946,36.270205258,NA,NA,NA,NA,NA,NA
"5210","horsetail","Galena Creek Falls","Galena Creek",-119.926913016,39.3262052640001,NA,NA,NA,NA,NA,NA
"5211",NA,"Hunter Creek Falls","Hunter Creek",-119.917773033,39.464605277,NA,NA,"World Waterfall Database",2017-02-17,35,NA
"5212","ephemeral","Icebox Canyon Falls",NA,-115.502890895,36.141005256,NA,NA,NA,NA,NA,NA
"5213","ephemeral","Icecube Falls",NA,-115.492048893,36.1426052570001,NA,NA,NA,NA,NA,NA
"5214",NA,"Jackson Falls",NA,-116.467370267,38.024505398,NA,NA,NA,NA,NA,NA
"5215",NA,"Jumbo Falls",NA,-119.692322978,39.3302052830001,NA,NA,NA,NA,NA,NA
"5216",NA,"Kings Canyon Falls","Kings Canyon Creek",-119.817963,39.155205260924,NA,NA,NA,NA,NA,NA
"5217",NA,"Lamoille Falls","Lamoille Creek",-115.435899411,40.659105745,NA,NA,NA,NA,NA,NA
"5218",NA,"Little Falls",NA,-115.656049153,36.2556857930001,NA,NA,NA,NA,NA,NA
"5219",NA,"Lost Creek Falls","Lost Creek",-115.499294896,36.1562052580001,NA,NA,NA,NA,NA,NA
"5220",NA,"Marshall Falls",NA,-117.084781554,39.4831055000001,NA,NA,NA,NA,NA,NA
"5221","plunge","Mary Jane Falls",NA,-115.671416939,36.279605261,NA,NA,NA,NA,NA,NA
"5222",NA,"Overland Basin Falls",NA,-115.459459389,40.4681057240001,NA,NA,NA,NA,NA,NA
"5223",NA,"Pine Creek Falls","Pine Creek",-115.5139974,36.1105362308986,NA,NA,NA,NA,NA,NA
"5224",NA,"Rabbit Creek Falls","Rabbit Creek",-115.481628419,40.6571057410001,NA,NA,NA,NA,NA,NA
"5225",NA,"Right Fork Cascades","Right Fork Lamoille Creek",-115.439169409,40.6385057430001,NA,NA,NA,NA,NA,NA
"5226",NA,"Thomas Creek Falls","Thomas Creek",-115.406313404,40.6471057470001,NA,NA,NA,NA,NA,NA
"5227",NA,"Unnamed Waterfall",NA,-115.380870398,40.6405057480001,NA,NA,NA,NA,NA,NA
"5228",NA,"Unnamed Waterfall",NA,-115.4837334,40.6559057409326,NA,NA,NA,NA,NA,NA
"5229",NA,"Unnamed Waterfall",NA,-115.505885402,40.499205723,NA,NA,NA,NA,NA,NA
"5230",NA,"Upper Thomas Creek Falls","Thomas Creek",-115.408042401,40.619005744,NA,NA,NA,NA,NA,NA
"5231",NA,"Water and Ice Falls",NA,-114.064250093,37.4975523570001,NA,NA,NA,NA,NA,NA
"5232","horsetail","Aragon Falls","Aragon Springs",-106.737010165,36.504605848,40,1,"World Waterfall Database",2017-02-17,40,NA
"5233",NA,"Beaver Creek Falls","Beaver Creek",-106.275610105,36.9456059410001,35,NA,"World Waterfall Database",2017-02-17,NA,NA
"5234",NA,"Big Falls",NA,-108.871710522,35.3509055580001,NA,NA,NA,NA,NA,NA
"5235",NA,"Bluff Springs Falls",NA,-105.739009654,32.83080534,20,1,"World Waterfall Database",2017-02-17,20,NA
"5236",NA,"Cooper Falls","Cooper Arroyo",-106.730110171,36.5882058610001,35,2,"World Waterfall Database",2017-02-17,60,NA
"5237","steep cascade","El Chorro Falls",NA,-106.42714512,36.7513059030001,NA,2,"World Waterfall Database",2017-02-17,1300,NA
"5238",NA,"Toltec Falls",NA,-106.306210115,36.9821059440001,40,NA,"World Waterfall Database",2017-02-17,NA,NA
"5239",NA,"Mineral Springs Falls",NA,-97.893569277,46.5030078570001,NA,NA,"World Waterfall Database",2017-02-17,15,NA
