"X","state","country_code","shape","duration_seconds","summary","day_part","latitude","longitude","timezone","population","elevation_m","month","cyear"
2557,"CA","US","sphere",25,"Llike a star at first glance, got brighter and bigger, then dimmer and small again.  Stationary the whole time. ((anonymous report))","night",33.78391,-116.95864,"America/Los_Angeles",46951,477,7,"2000+"
2558,"WA","US","sphere",2100,"Sphere's moving slowly in formation","afternoon",47.78815,-122.30874,"America/Los_Angeles",20989,140,8,"2000+"
2559,"AU","AU","sphere",1800,"I, along with my then partner, witnessed an orange sphere in the early hrs. of the a.m., which was visible for approx.  30 minutes.","night",-27.03221,153.09825,"Australia/Brisbane",953,1,6,"1980-2000"
2560,"WA","US","sphere",30,"Red, blue, and green lights, in one sphere shaped object.","morning",47.97898,-122.20208,"America/Los_Angeles",108010,25,10,"2000+"
2561,"TX","US","sphere",10,"Bright green sphere hovering then accellerating exponentially.","night",29.76328,-95.36327,"America/Chicago",2304580,12,1,"1980-2000"
2562,"WA","US","sphere",60,"shperical object sighted in west seattle 7-6-10","night",47.60621,-122.33207,"America/Los_Angeles",737015,56,7,"2000+"
2563,"ENG","GB","sphere",8,"Metallic sphere shoots across sky in morning. (Bristol, UK)","night",51.45523,-2.59665,"Europe/London",465866,147,7,"2000+"
2564,"FL","US","sphere",300,"glowing disk surrounded by a white aura and moving slowly","morning",26.82339,-80.13865,"America/New_York",52923,5,9,"2000+"
2565,"TX","US","sphere",6,"To the east a star appeared in the atmosphere out of nowhere, then shot across the sky to the North,  then just disappeared .","astronomical dusk",31.60351,-94.65549,"America/Chicago",33894,92,7,"2000+"
2566,"FL","US","sphere",5,"Around 10pm on August 2013 myself and a friend were standing in his driveway(facing south) shooting the breeze when we both witnessed t","night",27.90141,-81.58591,"America/New_York",15541,45,8,"2000+"
2567,"ON","CA","sphere",600,"3 Spheres of Shinny Reddish Orange balls of Flickering Light drifting through the Air","astronomical dusk",43.17126,-79.24267,"America/Toronto",133113,195,5,"2000+"
2568,"WA","US","sphere",600,"((HOAX??))  Flying red and orange round lights in sky.","night",47.78815,-122.30874,"America/Los_Angeles",20989,140,2,"2000+"
2569,"BC","CA","sphere",600,"Single white spherical object observed moving north midday, clear, sunny conditions, stopped remained stationary for several minutes.","astronomical dusk",48.78293,-123.70266,"America/Vancouver",22199,19,7,"2000+"
2570,"WA","US","sphere",5,"Fast red/orange light over western Washinton		.","night",47.82093,-122.31513,"America/Los_Angeles",36997,120,11,"2000+"
2571,"ENG","GB","sphere",20,"A golden sphere traveling at a slow rate then it was gone in a flash like the star ship enterprise in warp drive?","morning",53.79648,-1.54785,"Europe/London",516298,46,6,"1980-2000"
2572,"WA","US","sphere",300,"Two UFO sighted over Tacoma's Commencement Bay","afternoon",47.25288,-122.44429,"America/Los_Angeles",207948,74,1,"2000+"
2573,"TX","US","sphere",300,"I went outside to smoke with my wife and saw a round object that was bright white. It was stationary and then started to move. It moved","astronomical dusk",34.98033,-101.9188,"America/Chicago",14887,1080,1,"2000+"
2574,"CA","US","sphere",360,"2 round or sphere shaped objects floating then both disappearing from view at the same time","afternoon",32.71571,-117.16472,"America/Los_Angeles",1394928,20,11,"2000+"
2575,"ON","CA","sphere",30,"Saw UFO, photographed UFO  ((NUFORC Note:  Photos not of a genuine UFO, we believe.  One of four reports from same source.  PD))","afternoon",42.17509,-82.82483,"America/Toronto",7446,472,6,"2000+"
2576,"FL","US","sphere",5,"While driving a white sphere crossed road  in front of us at high speed then turned straight down and disappeared.","night",28.08363,-80.60811,"America/New_York",80127,6,10,"2000+"
2577,"ENG","GB","sphere",1200,"White Ball (not Silver shining) Approx 10 feet across travelling quickly in an arc before slowing and 'hovering' above me.","afternoon",50.90487,-0.40649,"Europe/London",1930,46,5,"2000+"
2578,"WA","US","sphere",300,"Four lights on the Fourth","night",46.60207,-120.5059,"America/Los_Angeles",93701,326,7,"2000+"
2579,"BC","CA","sphere",900,"Belt of satellite-like stars 100-ish, two moved perpendicular to belt.  Lasted 10-15 mins.  ((Starlink satellites))","night",48.82495,-124.05461,"America/Vancouver",3226,17,3,"2000+"
2580,"FL","US","sphere",900,"1 Jan 2016 12:05AM Observed  three red-orange spherical objects traveling in a line from SW to TE over the northern end of Brevard Coun","night",28.61222,-80.80755,"America/New_York",45393,3,1,"2000+"
2581,"FL","US","sphere",129600,"White and Green flashing spheres","night",29.58497,-81.20784,"America/New_York",82893,1,10,"2000+"
2582,"ENG","GB","sphere",60,"Ball looking object,larger than any star,travling horizontal north to east, to me this looked like a very large comet with a tail,have","night",52.62783,1.29834,"Europe/London",143135,46,3,"2000+"
2583,"WA","US","sphere",300,"Spherical object following power lines and sounded like a hot air balloon.","afternoon",47.65405,-118.14997,"America/Los_Angeles",1672,724,6,"1980-2000"
2584,"CA","US","sphere",300,"2 purpish balls of light,ping ponging in the darkness,one shot a beam of white light in my eye,i was in my room","night",33.8464,-118.04673,"America/Los_Angeles",15904,14,8,"2000+"
2585,"ENG","GB","sphere",180,"The light caught my eye as it passed by my window, it was a large brightly coloured orange ball shape, the outside edge was orange and","night",51.45625,-0.97113,"Europe/London",318014,189,2,"2000+"
2586,"NY","US","sphere",777600,"Red pulsing light over Cherry Valley, NY.","night",42.79563,-74.7532,"America/New_York",503,410,3,"2000+"
2587,"CA","US","sphere",10,"Green light seen in the daylight twice in one month.","afternoon",34.18667,-118.44897,"America/Los_Angeles",136443,217,9,"2000+"
2588,"CA","US","sphere",180,"a fast moving object over Los Angeles.","night",34.05223,-118.24368,"America/Los_Angeles",3898747,89,10,"2000+"
2589,"WA","US","sphere",90,"One extremely bright, round, silent orange object. Moved in very fast, stopped, then moved up and away.","night",48.21982,-122.68628,"America/Los_Angeles",1887,25,12,"2000+"
2590,"BC","CA","sphere",900,"Then I defiantly saw a melon sized ball of white light pass us traveling faster than I thought possible.","astronomical dusk",48.4359,-123.35155,"America/Vancouver",289625,2,7,"1980-2000"
2591,"CA","US","sphere",600,"UFO over Ukiah, sphere with beams coming out from it...then I forgot the entire sighting until I saw a report in the paper","night",39.15017,-123.20778,"America/Los_Angeles",15917,193,11,"1960-1980"
2592,"CA","US","sphere",180,"a large round hot pink balloon object with golden rays of light shooting out under it.","morning",38.40214,-122.82388,"America/Los_Angeles",7678,25,8,"1980-2000"
2593,"NY","US","sphere",180,"large silent fast then hover then blanked out,re appeared gone again 2days l8er came back by G.E.","night",42.81424,-73.93957,"America/New_York",65305,74,6,"2000+"
2594,"TX","US","sphere",1200,"Spherical UFO tracks vehicle","morning",28.46027,-98.18251,"America/Chicago",1971,45,4,"1980-2000"
2595,"CA","US","sphere",300,"I was driving uphill to my home, and was pointing upward to the sky, i noticed the sky was clear and can clearly see the moon...To the","astronomical dusk",34.05223,-118.24368,"America/Los_Angeles",3898747,89,7,"1980-2000"
2596,"CA","US","sphere",300,"Shiny silver sphere moving at steady pace and altitude","afternoon",34.01949,-118.49138,"America/Los_Angeles",93220,32,6,"2000+"
2597,"CA","US","sphere",10,"White ball traveling at very high speed, observed on clear sunny day.","morning",35.62664,-120.691,"America/Los_Angeles",27157,223,5,"2000+"
2598,"BC","CA","sphere",600,"Lights going by orange balls.","night",49.26637,-122.76932,"America/Vancouver",58000,29,12,"2000+"
2599,"ENG","GB","sphere",20,"A Sphere in the sky that disappeared in a matter of seconds the size of the Moon","night",51.75222,-1.25596,"Europe/London",162100,189,6,"1980-2000"
2600,"FL","US","sphere",300,"Solid black sphere hangs motionless and soundless in windy sky.","afternoon",26.16036,-80.13893,"America/New_York",12385,2,7,"2000+"
2601,"FL","US","sphere",300,"I was driving toward I-10 from I-75 through a back road near the busy bee gas station. 8 saw two lights at VERY low altitude moving hap","night",30.29495,-82.98402,"America/New_York",6931,32,4,"2000+"
2602,"CA","US","sphere",300,"2 sphere type yellow objs SE to NW with no streaks or flashing lights and fast moving in one dir..  ((NUFORC Note:  ISS & Shuttle?  PD)","nautical dawn",38.89156,-121.29301,"America/Los_Angeles",49757,51,11,"2000+"
2603,"CA","US","sphere",3,"oval, spheric object moving fast and straight","afternoon",34.05223,-118.24368,"America/Los_Angeles",3898747,89,10,"1980-2000"
2604,"CA","US","sphere",600,"Silver Ball in Sacramento Sky (carmichael) 07/06/01","afternoon",38.58157,-121.4944,"America/Los_Angeles",490712,9,7,"2000+"
2605,"FL","US","sphere",30,"Green round object moving fast and irregular.","night",28.53834,-81.37924,"America/New_York",307573,30,11,"2000+"
2606,"FL","US","sphere",45,"PCB, FL. - Sighted one reddish/orange colored sphere/75-100 ft. high/100yds. from coast/travelling west to east.","night",30.17659,-85.80549,"America/Chicago",12624,3,11,"2000+"
2607,"CA","US","sphere",30,"I saw a flying object that was the shape of Saturn all lit up and just above treetops and buildings","night",33.96529,-118.15146,"America/Los_Angeles",43106,37,11,"2000+"
2608,"ENG","GB","sphere",60,"I walked out of my front door to go to work somthing made me look up at the stars i was puzzeled at what seemed to be three very bright","astronomical dusk",53.41058,-2.97794,"Europe/London",864122,216,7,"2000+"
2609,"AU","AU","sphere",120,"Bright orange glow. Stationary.","afternoon",-31.95224,115.8614,"Australia/Perth",2192229,7,2,"1960-1980"
2610,"CA","US","sphere",600,"Sphere shaped object floating next to moon.","afternoon",34.50083,-117.18588,"America/Los_Angeles",72174,898,8,"2000+"
2611,"FL","US","sphere",300,"BUBBLE IN THE SKY","afternoon",28.53834,-81.37924,"America/New_York",307573,30,5,"2000+"
2612,"FL","US","sphere",120,"Orange sphere.","nautical dusk",30.35714,-87.16386,"America/Chicago",6323,5,10,"2000+"
2613,"CA","US","sphere",180,"sphere flying over traffic congestion in Bakersfield Ca January 05","morning",35.37329,-119.01871,"America/Los_Angeles",373640,123,1,"2000+"
2614,"CA","US","sphere",300,"Flock of geese disappears after being approached by a small white sphere.","morning",34.26945,-118.78148,"America/Los_Angeles",126788,234,12,"2000+"
2615,"BC","CA","sphere",60,"HBCCUFO CANADIAN REPORT:  Spherical object moving in roughly an east to west direction over Kamloops","afternoon",50.66648,-120.3192,"America/Vancouver",90280,208,9,"2000+"
2616,"CA","US","sphere",60,"A metalic sphere flew across the daytime sky.","morning",32.71571,-117.16472,"America/Los_Angeles",1394928,20,1,"1980-2000"
2617,"CA","US","sphere",40,"I saw a Sphere like object, silver in color floating in the sky before it just disappeared","morning",34.10834,-117.28977,"America/Los_Angeles",216108,321,12,"2000+"
2618,"CA","US","sphere",300,"Three orange spheres in two events at & north of the San Gabriel Moutains.","night",34.05529,-117.75228,"America/Los_Angeles",153266,259,10,"2000+"
2619,"BC","CA","sphere",30,"glowing sphere, red and orange-ish at low level","night",54.31507,-130.32098,"America/Vancouver",14708,68,2,"2000+"
2620,"FL","US","sphere",180,"Large, bright, high altitude white sphere moving very slowly from north to southeast; then drops","astronomical dusk",28.53834,-81.37924,"America/New_York",307573,30,10,"2000+"
2621,"CA","US","sphere",120,"Bright lights moving.","astronomical dusk",38.01937,-122.13413,"America/Los_Angeles",38137,7,7,"2000+"
2622,"CA","US","sphere",120,"Large bright orange sphere, rapidly descending from NE to W.","night",37.32328,-121.93162,"America/Los_Angeles",4926,37,1,"2000+"
2623,"NY","US","sphere",20,"Round bright light object change the direction with 90 degrees on a high speed rate.","nautical dusk",42.09841,-76.04937,"America/New_York",13014,256,9,"2000+"
2624,"TX","US","sphere",300,"3 spheres flashed colrs as we were riding our bikes in a circle around a lantern.","night",28.64777,-96.89249,"America/Chicago",2459,18,3,"2000+"
2625,"CA","US","sphere",10,"I saw a sphere,lime green at a fast rate of speed-w-trail of fire entering above homes over 880/alavarado area and it vanished/seconds.","night",37.54827,-121.98857,"America/Los_Angeles",232206,17,11,"2000+"
2626,"NY","US","sphere",60,"Hovering ball that was not from this world","afternoon",42.76756,-78.74392,"America/New_York",3206,263,10,"1980-2000"
2627,"CA","US","sphere",120,"The craft came from the West out over the Pacific Ocean.  It was flying much higher than the Commercial Jet Traffic over Los Angeles.","afternoon",34.01949,-118.49138,"America/Los_Angeles",93220,32,3,"2000+"
2628,"TX","US","sphere",900,"Flaming sphereical object hovering and disappearing as jets neared its postion like a cat and mouse game.","night",28.04112,-99.35448,"America/Chicago",592,170,2,"2000+"
2629,"FL","US","sphere",120,"My wife came home from work telling me that while she was at work, doing a security check outside of her work, a co-worker stated,""what","night",28.53834,-81.37924,"America/New_York",307573,30,9,"2000+"
2630,"WA","US","sphere",300,"13 bright orange sphere shaped lights moving through my neighborhood, two at time side by side","nautical dusk",47.97898,-122.20208,"America/Los_Angeles",108010,25,8,"2000+"
2631,"NY","US","sphere",600,"Orange ball of light circling me as I flashed it with flash light.","night",41.44593,-74.42293,"America/New_York",27812,170,7,"2000+"
2632,"ON","CA","sphere",30,"silver ball with a yellow ring at the mid piont of the sphere  hovering and then departing south at a fantastic rate.","afternoon",49.78334,-92.75032,"America/Winnipeg",8195,130,7,"1960-1980"
2633,"CA","US","sphere",600,"Three lumious spheres seen in afternoon sky over Los Angeles","afternoon",34.16167,-118.05285,"America/Los_Angeles",11163,252,6,"1980-2000"
2634,"TX","US","sphere",300,"A solid red light that flashed green was stationary for 4 minutes and moved in one direction quickly then swayed left to right.","night",29.5294,-95.20104,"America/Chicago",38800,10,7,"2000+"
2635,"CA","US","sphere",172800,"FIVE UFO SIGHTINGS IN THE SAME PLACE FOR 4 NIGHTS STRAIGHT!","night",38.58157,-121.4944,"America/Los_Angeles",490712,9,8,"2000+"
2636,"FL","US","sphere",120,"Orange Spheres flying over Coral Springs.","night",26.27119,-80.2706,"America/New_York",129485,3,11,"2000+"
